,Date,Travel Product,Sessions - This Year,Bookings - This Year,Revenue - This Year,Spend - This Year,Day of Month,Day of Week,Week,Month,Quarter,Year,Sessions - Last Year,Bookings - Last Year,Revenue - Last Year,Spend - Last Year,Category,Birst Category,GA Category
25432,2018-05-08,Lannister Email Newsflash,2311,65,0.0,2064,8,1,19,5,2,2018,4567,56,0.0,2400,Publishing,Travel,Publishing
25433,2017-05-10,Lannister Email Newsflash,3280,98,0.0,2307,10,2,19,5,2,2017,3308,106,0.0,1933,Publishing,Travel,Publishing
25434,2018-05-09,Lannister Email Newsflash,3947,84,0.0,1102,9,2,19,5,2,2018,3094,65,0.0,3846,Publishing,Travel,Publishing
25435,2017-05-11,Lannister Email Newsflash,3445,71,0.0,2872,11,3,19,5,2,2017,4324,70,0.0,4715,Publishing,Travel,Publishing
25436,2018-05-10,Lannister Email Newsflash,3530,64,0.0,1874,10,3,19,5,2,2018,3477,84,0.0,3652,Publishing,Travel,Publishing
25437,2017-05-12,Lannister Email Newsflash,3362,77,0.0,2608,12,4,19,5,2,2017,3861,94,0.0,2743,Publishing,Travel,Publishing
25438,2018-05-11,Lannister Email Newsflash,3899,95,0.0,4041,11,4,19,5,2,2018,2493,52,0.0,2565,Publishing,Travel,Publishing
25439,2017-05-13,Lannister Email Newsflash,2658,51,0.0,2768,13,5,19,5,2,2017,2077,51,0.0,2734,Publishing,Travel,Publishing
25440,2018-05-12,Lannister Email Newsflash,1785,72,0.0,1373,12,5,19,5,2,2018,2515,87,0.0,3181,Publishing,Travel,Publishing
25441,2017-05-07,Lannister Email Newsflash,1547,103,0.0,1488,7,6,19,5,2,2017,3043,73,0.0,2096,Publishing,Travel,Publishing
25442,2018-05-06,Lannister Email Newsflash,3299,102,0.0,2265,6,6,19,5,2,2018,4302,108,0.0,3368,Publishing,Travel,Publishing
25443,2017-05-15,Lannister Email Newsflash,3069,66,0.0,12040,15,0,20,5,2,2017,3014,82,0.0,3710,Publishing,Travel,Publishing
25444,2018-05-14,Lannister Email Newsflash,2870,69,3347.59,3711,14,0,20,5,2,2018,2078,136,0.0,12220,Publishing,Travel,Publishing
25445,2017-05-16,Lannister Email Newsflash,2524,66,0.0,2573,16,1,20,5,2,2017,3175,67,0.0,3065,Publishing,Travel,Publishing
25446,2018-05-15,Lannister Email Newsflash,4333,67,0.0,2990,15,1,20,5,2,2018,4445,74,0.0,2724,Publishing,Travel,Publishing
25447,2017-05-17,Lannister Email Newsflash,3118,91,0.0,4352,17,2,20,5,2,2017,3240,74,0.0,3509,Publishing,Travel,Publishing
25448,2018-05-16,Lannister Email Newsflash,3175,95,0.0,2491,16,2,20,5,2,2018,4688,83,0.0,4045,Publishing,Travel,Publishing
25449,2017-05-18,Lannister Email Newsflash,3507,85,0.0,3101,18,3,20,5,2,2017,3138,99,0.0,3226,Publishing,Travel,Publishing
25450,2018-05-17,Lannister Email Newsflash,3153,113,0.0,2688,17,3,20,5,2,2018,1971,89,0.0,3934,Publishing,Travel,Publishing
25451,2017-05-19,Lannister Email Newsflash,3692,103,0.0,10022,19,4,20,5,2,2017,2917,74,0.0,2120,Publishing,Travel,Publishing
25452,2018-05-18,Lannister Email Newsflash,3256,89,0.0,3107,18,4,20,5,2,2018,3755,57,0.0,8588,Publishing,Travel,Publishing
25453,2017-05-20,Lannister Email Newsflash,3157,65,0.0,2841,20,5,20,5,2,2017,1780,87,0.0,1741,Publishing,Travel,Publishing
25454,2018-05-19,Lannister Email Newsflash,2752,110,0.0,2349,19,5,20,5,2,2018,2501,102,0.0,2567,Publishing,Travel,Publishing
25455,2017-05-14,Lannister Email Newsflash,2783,105,0.0,3480,14,6,20,5,2,2017,3975,66,0.0,1541,Publishing,Travel,Publishing
25456,2018-05-13,Lannister Email Newsflash,3565,93,0.0,3368,13,6,20,5,2,2018,1790,123,0.0,2681,Publishing,Travel,Publishing
25457,2017-05-22,Lannister Email Newsflash,2646,97,0.0,3008,22,0,21,5,2,2017,4055,92,0.0,2762,Publishing,Travel,Publishing
25458,2018-05-21,Lannister Email Newsflash,2835,100,0.0,3730,21,0,21,5,2,2018,2127,88,0.0,3535,Publishing,Travel,Publishing
25459,2017-05-23,Lannister Email Newsflash,2748,62,0.0,13162,23,1,21,5,2,2017,3150,75,0.0,2378,Publishing,Travel,Publishing
25460,2018-05-22,Lannister Email Newsflash,2502,103,0.0,2950,22,1,21,5,2,2018,4159,75,0.0,12685,Publishing,Travel,Publishing
25461,2017-05-24,Lannister Email Newsflash,2843,86,0.0,2959,24,2,21,5,2,2017,1496,65,0.0,1564,Publishing,Travel,Publishing
25462,2018-05-23,Lannister Email Newsflash,3459,94,0.0,3961,23,2,21,5,2,2018,2779,92,0.0,3087,Publishing,Travel,Publishing
25463,2017-05-25,Lannister Email Newsflash,2593,77,0.0,1347,25,3,21,5,2,2017,4291,85,0.0,1106,Publishing,Travel,Publishing
25464,2018-05-24,Lannister Email Newsflash,6463,47,13187.69,23500,24,3,21,5,2,2018,2392,103,0.0,3537,Publishing,Travel,Publishing
25465,2017-05-26,Lannister Email Newsflash,4535,99,0.0,3128,26,4,21,5,2,2017,3205,80,0.0,3137,Publishing,Travel,Publishing
25466,2018-05-25,Lannister Email Newsflash,4831,83,12058.77,2923,25,4,21,5,2,2018,3267,94,0.0,1476,Publishing,Travel,Publishing
25467,2017-05-27,Lannister Email Newsflash,2091,99,0.0,3691,27,5,21,5,2,2017,3376,104,0.0,4194,Publishing,Travel,Publishing
25468,2018-05-26,Lannister Email Newsflash,1929,105,3450.34,4424,26,5,21,5,2,2018,3839,71,0.0,3356,Publishing,Travel,Publishing
25469,2017-05-21,Lannister Email Newsflash,4423,112,0.0,3968,21,6,21,5,2,2017,5241,93,0.0,1669,Publishing,Travel,Publishing
25470,2018-05-20,Lannister Email Newsflash,4956,91,0.0,2554,20,6,21,5,2,2018,5195,64,0.0,3072,Publishing,Travel,Publishing
25471,2017-05-29,Lannister Email Newsflash,3204,72,0.0,3461,29,0,22,5,2,2017,4913,97,0.0,3968,Publishing,Travel,Publishing
25472,2018-05-28,Lannister Email Newsflash,3922,70,3131.82,2046,28,0,22,5,2,2018,4902,95,0.0,2632,Publishing,Travel,Publishing
25473,2017-05-30,Lannister Email Newsflash,4150,89,0.0,860,30,1,22,5,2,2017,4611,108,0.0,4157,Publishing,Travel,Publishing
25474,2018-05-29,Lannister Email Newsflash,2489,50,3346.98,2786,29,1,22,5,2,2018,3455,62,0.0,1193,Publishing,Travel,Publishing
25475,2017-05-31,Lannister Email Newsflash,2041,55,0.0,3257,31,2,22,5,2,2017,4187,92,0.0,1610,Publishing,Travel,Publishing
25476,2018-05-30,Lannister Email Newsflash,2748,65,0.0,643,30,2,22,5,2,2018,2871,94,0.0,3303,Publishing,Travel,Publishing
25477,2017-06-01,Lannister Email Newsflash,4694,51,0.0,4919,1,3,22,6,2,2017,1956,102,0.0,2130,Publishing,Travel,Publishing
25478,2018-05-31,Lannister Email Newsflash,2700,89,1618.17,2344,31,3,22,5,2,2018,3655,53,0.0,2405,Publishing,Travel,Publishing
25479,2017-06-02,Lannister Email Newsflash,2684,106,0.0,5396,2,4,22,6,2,2017,4381,69,0.0,1712,Publishing,Travel,Publishing
25480,2018-06-01,Lannister Email Newsflash,3873,88,0.0,1655,1,4,22,6,2,2018,2568,93,0.0,3212,Publishing,Travel,Publishing
25481,2017-06-03,Lannister Email Newsflash,5157,68,0.0,1397,3,5,22,6,2,2017,4040,101,0.0,3354,Publishing,Travel,Publishing
25482,2018-06-02,Lannister Email Newsflash,2584,80,0.0,3421,2,5,22,6,2,2018,3241,78,0.0,2482,Publishing,Travel,Publishing
25483,2017-05-28,Lannister Email Newsflash,3589,68,0.0,3197,28,6,22,5,2,2017,4449,73,0.0,3613,Publishing,Travel,Publishing
25484,2018-05-27,Lannister Email Newsflash,4138,73,4876.71,2180,27,6,22,5,2,2018,4175,94,0.0,1895,Publishing,Travel,Publishing
25485,2017-06-05,Lannister Email Newsflash,3371,80,0.0,3078,5,0,23,6,2,2017,1794,71,0.0,2635,Publishing,Travel,Publishing
25486,2018-06-04,Lannister Email Newsflash,3287,94,0.0,1959,4,0,23,6,2,2018,2359,109,0.0,2776,Publishing,Travel,Publishing
25487,2017-06-06,Lannister Email Newsflash,2238,82,0.0,3152,6,1,23,6,2,2017,3651,87,0.0,2263,Publishing,Travel,Publishing
25488,2018-06-05,Lannister Email Newsflash,2725,90,0.0,2672,5,1,23,6,2,2018,3113,55,0.0,4403,Publishing,Travel,Publishing
25489,2017-06-07,Lannister Email Newsflash,4118,87,0.0,1312,7,2,23,6,2,2017,4638,79,0.0,1903,Publishing,Travel,Publishing
25490,2018-06-06,Lannister Email Newsflash,1687,104,0.0,4324,6,2,23,6,2,2018,3581,92,0.0,1811,Publishing,Travel,Publishing
25491,2017-06-08,Lannister Email Newsflash,2810,79,0.0,3459,8,3,23,6,2,2017,4068,73,0.0,996,Publishing,Travel,Publishing
25492,2018-06-07,Lannister Email Newsflash,2177,84,0.0,2716,7,3,23,6,2,2018,2883,106,0.0,4122,Publishing,Travel,Publishing
25493,2017-06-09,Lannister Email Newsflash,2224,97,0.0,3091,9,4,23,6,2,2017,2686,79,0.0,1432,Publishing,Travel,Publishing
25494,2018-06-08,Lannister Email Newsflash,3163,97,0.0,2876,8,4,23,6,2,2018,1720,85,0.0,1855,Publishing,Travel,Publishing
25495,2017-06-10,Lannister Email Newsflash,3006,42,0.0,3894,10,5,23,6,2,2017,3813,91,0.0,2857,Publishing,Travel,Publishing
25496,2018-06-09,Lannister Email Newsflash,2374,109,0.0,2681,9,5,23,6,2,2018,2632,119,0.0,2829,Publishing,Travel,Publishing
25497,2017-06-04,Lannister Email Newsflash,2160,77,0.0,3656,4,6,23,6,2,2017,4163,79,0.0,3950,Publishing,Travel,Publishing
25498,2018-06-03,Lannister Email Newsflash,2899,113,0.0,2938,3,6,23,6,2,2018,4912,64,0.0,3426,Publishing,Travel,Publishing
25499,2017-06-12,Lannister Email Newsflash,3556,112,0.0,4634,12,0,24,6,2,2017,2262,75,0.0,1802,Publishing,Travel,Publishing
25500,2018-06-11,Lannister Email Newsflash,1950,73,0.0,3215,11,0,24,6,2,2018,3095,72,0.0,4774,Publishing,Travel,Publishing
25501,2017-06-13,Lannister Email Newsflash,1405,74,0.0,4014,13,1,24,6,2,2017,3158,102,0.0,1726,Publishing,Travel,Publishing
25502,2018-06-12,Lannister Email Newsflash,4905,90,0.0,3418,12,1,24,6,2,2018,3356,73,0.0,3096,Publishing,Travel,Publishing
25503,2017-06-14,Lannister Email Newsflash,4153,81,0.0,1704,14,2,24,6,2,2017,3428,91,0.0,3812,Publishing,Travel,Publishing
25504,2018-06-13,Lannister Email Newsflash,4103,55,1959.3,2671,13,2,24,6,2,2018,3694,84,0.0,1746,Publishing,Travel,Publishing
25505,2017-06-15,Lannister Email Newsflash,2431,97,0.0,3731,15,3,24,6,2,2017,2960,70,0.0,2967,Publishing,Travel,Publishing
25506,2018-06-14,Lannister Email Newsflash,4759,103,0.0,3503,14,3,24,6,2,2018,2356,106,0.0,3734,Publishing,Travel,Publishing
25507,2017-06-16,Lannister Email Newsflash,3118,77,0.0,2516,16,4,24,6,2,2017,2243,94,0.0,2701,Publishing,Travel,Publishing
25508,2018-06-15,Lannister Email Newsflash,3628,63,0.0,2649,15,4,24,6,2,2018,3475,98,0.0,3481,Publishing,Travel,Publishing
25509,2017-06-17,Lannister Email Newsflash,3235,98,0.0,2306,17,5,24,6,2,2017,3938,77,0.0,2145,Publishing,Travel,Publishing
25510,2018-06-16,Lannister Email Newsflash,2199,78,0.0,2287,16,5,24,6,2,2018,2666,70,0.0,900,Publishing,Travel,Publishing
25511,2017-06-11,Lannister Email Newsflash,2523,65,0.0,3342,11,6,24,6,2,2017,3461,94,0.0,1852,Publishing,Travel,Publishing
25512,2018-06-10,Lannister Email Newsflash,2717,93,0.0,2673,10,6,24,6,2,2018,2773,59,0.0,3416,Publishing,Travel,Publishing
25513,2017-06-19,Lannister Email Newsflash,3194,62,0.0,2833,19,0,25,6,2,2017,2889,51,0.0,2575,Publishing,Travel,Publishing
25514,2018-06-18,Lannister Email Newsflash,2639,57,0.0,2734,18,0,25,6,2,2018,2579,72,0.0,3511,Publishing,Travel,Publishing
25515,2017-06-20,Lannister Email Newsflash,2777,86,0.0,3267,20,1,25,6,2,2017,1791,111,0.0,3270,Publishing,Travel,Publishing
25516,2018-06-19,Lannister Email Newsflash,3991,88,0.0,2352,19,1,25,6,2,2018,3112,91,0.0,2116,Publishing,Travel,Publishing
25517,2017-06-21,Lannister Email Newsflash,3273,101,0.0,2928,21,2,25,6,2,2017,3911,73,0.0,2078,Publishing,Travel,Publishing
25518,2018-06-20,Lannister Email Newsflash,3700,64,0.0,4365,20,2,25,6,2,2018,3487,109,0.0,2426,Publishing,Travel,Publishing
25519,2017-06-22,Lannister Email Newsflash,2198,83,0.0,3082,22,3,25,6,2,2017,3612,75,0.0,2386,Publishing,Travel,Publishing
25520,2018-06-21,Lannister Email Newsflash,3795,95,0.0,3780,21,3,25,6,2,2018,4171,96,0.0,4499,Publishing,Travel,Publishing
25521,2017-06-23,Lannister Email Newsflash,3756,120,0.0,2451,23,4,25,6,2,2017,2339,94,0.0,3707,Publishing,Travel,Publishing
25522,2018-06-22,Lannister Email Newsflash,1565,86,0.0,5031,22,4,25,6,2,2018,4435,103,0.0,2961,Publishing,Travel,Publishing
25523,2017-06-24,Lannister Email Newsflash,3941,83,0.0,3408,24,5,25,6,2,2017,2528,76,0.0,3638,Publishing,Travel,Publishing
25524,2018-06-23,Lannister Email Newsflash,4175,89,0.0,2335,23,5,25,6,2,2018,3177,70,0.0,1887,Publishing,Travel,Publishing
25525,2017-06-18,Lannister Email Newsflash,3014,75,0.0,3429,18,6,25,6,2,2017,3802,56,0.0,2070,Publishing,Travel,Publishing
25526,2018-06-17,Lannister Email Newsflash,3504,89,0.0,4484,17,6,25,6,2,2018,2182,78,0.0,3472,Publishing,Travel,Publishing
25527,2017-06-26,Lannister Email Newsflash,3180,102,0.0,3446,26,0,26,6,2,2017,4213,90,0.0,2686,Publishing,Travel,Publishing
25528,2018-06-25,Lannister Email Newsflash,4432,88,0.0,2334,25,0,26,6,2,2018,2828,94,0.0,3288,Publishing,Travel,Publishing
25529,2017-06-27,Lannister Email Newsflash,3768,90,0.0,4011,27,1,26,6,2,2017,2476,72,0.0,1610,Publishing,Travel,Publishing
25530,2018-06-26,Lannister Email Newsflash,6331,75,1500.68,15148,26,1,26,6,2,2018,3986,65,0.0,2236,Publishing,Travel,Publishing
25531,2017-06-28,Lannister Email Newsflash,4903,55,0.0,3393,28,2,26,6,2,2017,2271,77,0.0,4081,Publishing,Travel,Publishing
25532,2018-06-27,Lannister Email Newsflash,3424,89,0.0,1789,27,2,26,6,2,2018,3644,79,0.0,2763,Publishing,Travel,Publishing
25533,2017-06-29,Lannister Email Newsflash,2523,53,0.0,3346,29,3,26,6,2,2017,3461,67,0.0,991,Publishing,Travel,Publishing
25534,2018-06-28,Lannister Email Newsflash,2393,49,2519.14,1622,28,3,26,6,2,2018,2532,106,0.0,2505,Publishing,Travel,Publishing
25535,2017-06-30,Lannister Email Newsflash,2605,87,0.0,3946,30,4,26,6,2,2017,2521,85,0.0,3863,Publishing,Travel,Publishing
25536,2018-06-29,Lannister Email Newsflash,2833,89,0.0,1695,29,4,26,6,2,2018,3350,76,0.0,4633,Publishing,Travel,Publishing
25537,2017-07-01,Lannister Email Newsflash,3633,102,0.0,1566,1,5,26,7,3,2017,4404,118,0.0,4570,Publishing,Travel,Publishing
25538,2018-06-30,Lannister Email Newsflash,1301,90,0.0,3003,30,5,26,6,2,2018,4324,50,0.0,3131,Publishing,Travel,Publishing
25539,2017-06-25,Lannister Email Newsflash,3354,101,0.0,4122,25,6,26,6,2,2017,3985,100,0.0,4801,Publishing,Travel,Publishing
25540,2018-06-24,Lannister Email Newsflash,2131,106,0.0,4310,24,6,26,6,2,2018,3099,106,0.0,3859,Publishing,Travel,Publishing
25541,2017-07-03,Lannister Email Newsflash,2679,93,0.0,2894,3,0,27,7,3,2017,3970,60,0.0,3809,Publishing,Travel,Publishing
25542,2018-07-02,Lannister Email Newsflash,3325,99,0.0,2198,2,0,27,7,3,2018,3645,74,0.0,3513,Publishing,Travel,Publishing
25543,2017-07-04,Lannister Email Newsflash,4537,109,0.0,1794,4,1,27,7,3,2017,4029,60,0.0,3345,Publishing,Travel,Publishing
25544,2018-07-03,Lannister Email Newsflash,3966,74,0.0,2419,3,1,27,7,3,2018,3088,95,0.0,2618,Publishing,Travel,Publishing
25545,2017-07-05,Lannister Email Newsflash,2695,80,0.0,3145,5,2,27,7,3,2017,2796,52,0.0,2869,Publishing,Travel,Publishing
25546,2018-07-04,Lannister Email Newsflash,2599,90,0.0,3233,4,2,27,7,3,2018,4737,96,0.0,1852,Publishing,Travel,Publishing
25547,2017-07-06,Lannister Email Newsflash,5240,86,0.0,3201,6,3,27,7,3,2017,2614,102,0.0,2510,Publishing,Travel,Publishing
25548,2018-07-05,Lannister Email Newsflash,3720,72,0.0,3252,5,3,27,7,3,2018,3519,113,0.0,2458,Publishing,Travel,Publishing
25549,2017-07-07,Lannister Email Newsflash,3664,84,0.0,4409,7,4,27,7,3,2017,4292,100,0.0,1572,Publishing,Travel,Publishing
25550,2018-07-06,Lannister Email Newsflash,4149,96,0.0,3062,6,4,27,7,3,2018,3183,77,0.0,2903,Publishing,Travel,Publishing
25551,2017-07-08,Lannister Email Newsflash,4316,67,0.0,2147,8,5,27,7,3,2017,3827,92,0.0,4254,Publishing,Travel,Publishing
25552,2018-07-07,Lannister Email Newsflash,5090,106,0.0,1439,7,5,27,7,3,2018,2913,101,0.0,3537,Publishing,Travel,Publishing
25553,2017-07-02,Lannister Email Newsflash,2757,57,0.0,4635,2,6,27,7,3,2017,1373,109,0.0,3216,Publishing,Travel,Publishing
25554,2018-07-01,Lannister Email Newsflash,4664,81,0.0,2991,1,6,27,7,3,2018,2982,75,0.0,2680,Publishing,Travel,Publishing
25555,2017-07-10,Lannister Email Newsflash,2931,83,0.0,2389,10,0,28,7,3,2017,3269,78,0.0,3845,Publishing,Travel,Publishing
25556,2018-07-09,Lannister Email Newsflash,4120,101,0.0,3584,9,0,28,7,3,2018,2849,112,0.0,2174,Publishing,Travel,Publishing
25557,2017-07-11,Lannister Email Newsflash,2717,67,0.0,2409,11,1,28,7,3,2017,3844,106,0.0,3054,Publishing,Travel,Publishing
25558,2018-07-10,Lannister Email Newsflash,3015,66,0.0,5240,10,1,28,7,3,2018,3597,82,0.0,2762,Publishing,Travel,Publishing
25559,2017-07-12,Lannister Email Newsflash,4448,95,0.0,3322,12,2,28,7,3,2017,1989,58,0.0,4272,Publishing,Travel,Publishing
25560,2018-07-11,Lannister Email Newsflash,3144,101,0.0,2437,11,2,28,7,3,2018,2359,77,0.0,2727,Publishing,Travel,Publishing
25561,2017-07-13,Lannister Email Newsflash,4259,80,0.0,9012,13,3,28,7,3,2017,3141,78,0.0,1758,Publishing,Travel,Publishing
25562,2018-07-12,Lannister Email Newsflash,3960,71,0.0,1657,12,3,28,7,3,2018,2312,83,0.0,7555,Publishing,Travel,Publishing
25563,2017-07-14,Lannister Email Newsflash,3173,60,0.0,2058,14,4,28,7,3,2017,4121,75,0.0,2256,Publishing,Travel,Publishing
25564,2018-07-13,Lannister Email Newsflash,3205,67,0.0,1719,13,4,28,7,3,2018,4422,99,0.0,2562,Publishing,Travel,Publishing
25565,2017-07-15,Lannister Email Newsflash,3416,82,0.0,4665,15,5,28,7,3,2017,3328,86,0.0,4433,Publishing,Travel,Publishing
25566,2018-07-14,Lannister Email Newsflash,2519,87,0.0,4880,14,5,28,7,3,2018,4754,54,0.0,3834,Publishing,Travel,Publishing
25567,2017-07-09,Lannister Email Newsflash,3633,89,0.0,3299,9,6,28,7,3,2017,3445,130,0.0,1849,Publishing,Travel,Publishing
25568,2018-07-08,Lannister Email Newsflash,3939,83,0.0,2483,8,6,28,7,3,2018,2979,115,0.0,1143,Publishing,Travel,Publishing
25569,2017-07-17,Lannister Email Newsflash,3548,100,0.0,1581,17,0,29,7,3,2017,2892,77,0.0,2408,Publishing,Travel,Publishing
25570,2018-07-16,Lannister Email Newsflash,3032,82,0.0,3494,16,0,29,7,3,2018,3097,63,0.0,1620,Publishing,Travel,Publishing
25571,2017-07-18,Lannister Email Newsflash,2628,38,0.0,3369,18,1,29,7,3,2017,1544,72,0.0,2491,Publishing,Travel,Publishing
25572,2018-07-17,Lannister Email Newsflash,3051,95,0.0,4533,17,1,29,7,3,2018,1175,78,0.0,3095,Publishing,Travel,Publishing
25573,2017-07-19,Lannister Email Newsflash,3671,58,0.0,2281,19,2,29,7,3,2017,2713,79,0.0,2925,Publishing,Travel,Publishing
25574,2018-07-18,Lannister Email Newsflash,1822,109,0.0,1280,18,2,29,7,3,2018,2445,85,0.0,2853,Publishing,Travel,Publishing
25575,2017-07-20,Lannister Email Newsflash,2416,81,0.0,3503,20,3,29,7,3,2017,1562,106,0.0,1244,Publishing,Travel,Publishing
25576,2018-07-19,Lannister Email Newsflash,2854,101,0.0,2547,19,3,29,7,3,2018,4349,103,0.0,4371,Publishing,Travel,Publishing
25577,2017-07-21,Lannister Email Newsflash,4047,92,0.0,4167,21,4,29,7,3,2017,3681,82,0.0,4372,Publishing,Travel,Publishing
25578,2018-07-20,Lannister Email Newsflash,4415,79,0.0,3693,20,4,29,7,3,2018,4292,93,0.0,2420,Publishing,Travel,Publishing
25579,2017-07-22,Lannister Email Newsflash,3297,98,0.0,1695,22,5,29,7,3,2017,4563,92,0.0,2111,Publishing,Travel,Publishing
25580,2018-07-21,Lannister Email Newsflash,4584,82,0.0,3065,21,5,29,7,3,2018,3532,78,0.0,2693,Publishing,Travel,Publishing
25581,2017-07-16,Lannister Email Newsflash,3978,45,0.0,4005,16,6,29,7,3,2017,2889,94,0.0,3376,Publishing,Travel,Publishing
25582,2018-07-15,Lannister Email Newsflash,2616,76,0.0,2620,15,6,29,7,3,2018,3503,82,0.0,3204,Publishing,Travel,Publishing
25583,2017-07-24,Lannister Email Newsflash,3237,59,0.0,4297,24,0,30,7,3,2017,3616,57,0.0,3730,Publishing,Travel,Publishing
25584,2018-07-23,Lannister Email Newsflash,3208,104,0.0,2689,23,0,30,7,3,2018,2320,76,0.0,2973,Publishing,Travel,Publishing
25585,2017-07-25,Lannister Email Newsflash,3509,70,0.0,3780,25,1,30,7,3,2017,3504,100,0.0,1178,Publishing,Travel,Publishing
25586,2018-07-24,Lannister Email Newsflash,3485,97,0.0,3464,24,1,30,7,3,2018,3307,84,0.0,2317,Publishing,Travel,Publishing
25587,2017-07-26,Lannister Email Newsflash,3189,79,0.0,2248,26,2,30,7,3,2017,3939,103,0.0,3034,Publishing,Travel,Publishing
25588,2018-07-25,Lannister Email Newsflash,2809,47,0.0,3303,25,2,30,7,3,2018,3596,106,0.0,2003,Publishing,Travel,Publishing
25589,2017-07-27,Lannister Email Newsflash,3619,62,0.0,2655,27,3,30,7,3,2017,3589,92,0.0,4785,Publishing,Travel,Publishing
25590,2018-07-26,Lannister Email Newsflash,3495,118,0.0,2454,26,3,30,7,3,2018,2771,69,0.0,2926,Publishing,Travel,Publishing
25591,2017-07-28,Lannister Email Newsflash,4158,71,0.0,955,28,4,30,7,3,2017,3181,98,0.0,4169,Publishing,Travel,Publishing
25592,2018-07-27,Lannister Email Newsflash,1170,75,0.0,3139,27,4,30,7,3,2018,2384,65,0.0,1205,Publishing,Travel,Publishing
25593,2017-07-29,Lannister Email Newsflash,2725,79,0.0,4702,29,5,30,7,3,2017,2893,94,0.0,2799,Publishing,Travel,Publishing
25594,2018-07-28,Lannister Email Newsflash,4168,54,0.0,4371,28,5,30,7,3,2018,2921,81,0.0,1183,Publishing,Travel,Publishing
25595,2017-07-23,Lannister Email Newsflash,2293,93,0.0,2744,23,6,30,7,3,2017,2886,62,0.0,1097,Publishing,Travel,Publishing
25596,2018-07-22,Lannister Email Newsflash,3108,110,0.0,2395,22,6,30,7,3,2018,3668,82,0.0,2018,Publishing,Travel,Publishing
25597,2017-07-31,Lannister Email Newsflash,4552,64,0.0,4757,31,0,31,7,3,2017,3450,75,0.0,2829,Publishing,Travel,Publishing
25598,2018-07-30,Lannister Email Newsflash,3506,112,0.0,1823,30,0,31,7,3,2018,2634,99,0.0,1634,Publishing,Travel,Publishing
25599,2017-08-01,Lannister Email Newsflash,3533,78,0.0,8864,1,1,31,8,3,2017,4986,116,0.0,2311,Publishing,Travel,Publishing
25600,2018-07-31,Lannister Email Newsflash,5670,130,1376.32,8039,31,1,31,7,3,2018,4158,71,0.0,10476,Publishing,Travel,Publishing
25601,2017-08-02,Lannister Email Newsflash,1601,89,0.0,3511,2,2,31,8,3,2017,3187,111,0.0,3852,Publishing,Travel,Publishing
25602,2018-08-01,Lannister Email Newsflash,3729,90,2699.82,3860,1,2,31,8,3,2018,3453,68,0.0,2643,Publishing,Travel,Publishing
25603,2017-08-03,Lannister Email Newsflash,4335,80,0.0,2650,3,3,31,8,3,2017,3633,105,0.0,3084,Publishing,Travel,Publishing
25604,2018-08-02,Lannister Email Newsflash,3410,78,0.0,3531,2,3,31,8,3,2018,2782,87,0.0,3891,Publishing,Travel,Publishing
25605,2017-08-04,Lannister Email Newsflash,2552,69,0.0,2472,4,4,31,8,3,2017,1904,79,0.0,3270,Publishing,Travel,Publishing
25606,2018-08-03,Lannister Email Newsflash,3905,73,0.0,2998,3,4,31,8,3,2018,2068,138,0.0,3529,Publishing,Travel,Publishing
25607,2017-08-05,Lannister Email Newsflash,2458,93,0.0,3961,5,5,31,8,3,2017,2564,79,0.0,2805,Publishing,Travel,Publishing
25608,2018-08-04,Lannister Email Newsflash,3988,82,0.0,2919,4,5,31,8,3,2018,3647,110,0.0,4349,Publishing,Travel,Publishing
25609,2017-07-30,Lannister Email Newsflash,2385,76,0.0,4026,30,6,31,7,3,2017,2648,121,0.0,2492,Publishing,Travel,Publishing
25610,2018-07-29,Lannister Email Newsflash,2829,64,0.0,3608,29,6,31,7,3,2018,4854,89,0.0,3009,Publishing,Travel,Publishing
25611,2017-08-07,Lannister Email Newsflash,2989,56,0.0,2868,7,0,32,8,3,2017,3977,71,0.0,4540,Publishing,Travel,Publishing
25612,2018-08-06,Lannister Email Newsflash,3999,96,0.0,887,6,0,32,8,3,2018,3225,65,0.0,2082,Publishing,Travel,Publishing
25613,2017-08-08,Lannister Email Newsflash,2626,98,0.0,1871,8,1,32,8,3,2017,2817,114,0.0,1911,Publishing,Travel,Publishing
25614,2018-08-07,Lannister Email Newsflash,2635,67,0.0,2013,7,1,32,8,3,2018,3564,90,0.0,2663,Publishing,Travel,Publishing
25615,2017-08-09,Lannister Email Newsflash,4344,130,0.0,1766,9,2,32,8,3,2017,3278,98,0.0,1281,Publishing,Travel,Publishing
25616,2018-08-08,Lannister Email Newsflash,3851,105,0.0,4575,8,2,32,8,3,2018,4648,106,0.0,3438,Publishing,Travel,Publishing
25617,2017-08-10,Lannister Email Newsflash,3066,67,0.0,2361,10,3,32,8,3,2017,2980,112,0.0,2264,Publishing,Travel,Publishing
25618,2018-08-09,Lannister Email Newsflash,2628,101,0.0,3708,9,3,32,8,3,2018,3438,61,0.0,1662,Publishing,Travel,Publishing
25619,2017-08-11,Lannister Email Newsflash,3836,64,0.0,4583,11,4,32,8,3,2017,5292,52,0.0,3243,Publishing,Travel,Publishing
25620,2018-08-10,Lannister Email Newsflash,3182,70,0.0,3296,10,4,32,8,3,2018,2130,60,0.0,3418,Publishing,Travel,Publishing
25621,2017-08-12,Lannister Email Newsflash,3651,92,0.0,934,12,5,32,8,3,2017,4214,90,0.0,3066,Publishing,Travel,Publishing
